상품번호,상품명,주성분
A000000211478,[보습탄력] 아비브 부활초 크림 뉴트리션 튜브 75ml 더블 기획 ,"정제수, 부틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 다이아이소스테아릴말레이트, 코코넛야자오일, 시어버터, 세테아릴알코올, 다이글리세린, 펜틸렌글라이콜, 1,2-헥산다이올, 비스-다이글리세릴폴리아실아디페이트-2, 카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드, 아이소트라이데실아이소노나노에이트, 아라키딜알코올, 판테놀, 합성비즈왁스, 비닐다이메티콘, 트루로즈오브예리코추출물(1,240 ppm), 호호바에스터, 베헤닐알코올, 글리세릴스테아레이트, 아라키딜글루코사이드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, C12-16알코올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 팔미틱애씨드, 트로메타민, 카나우바왁스, 하이드로제네이티드레시틴, 락토바실러스발효물, 다이포타슘글리시리제이트, 잔탄검, 에틸헥실글리세린, 아데노신, 트라이소듐에틸렌다이아민다이석시네이트, 토코페롤, 차가버섯추출물, 메틸프로판다이올, 블루아가베잎추출물"
A000000229621,제나벨 PDRN 인리치드 리커버리 밤 50ml,"정제수, 다이프로필렌글라이콜, 글리세린, 네오펜틸글라이콜다이에틸헥사노에이트, 카프릴릭/카프릭트라이글리세라이드, 세테아릴알코올, 세틸에틸헥사노에이트, 나이아신아마이드, 하이드로제네이티드폴리데센, 1,2-헥산다이올, 부틸렌글라이콜, 글리세릴스테아레이트, 판테놀, 다이메티콘, C12-16알코올, 마이크로크리스탈린셀룰로오스, 소듐디엔에이(5,000ppm), 스위트아몬드오일, 아이소노닐아이소노나노에이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 세테아릴올리베이트, 피이지-100스테아레이트, 하이드로제네이티드레시틴, 글라이코실트레할로오스, 세테아릴글루코사이드, 팔미틱애씨드, 솔비탄올리베이트, 셀룰로오스검, 글라이콜스테아레이트에스이, 하이드로제네이티드스타치하이드롤리세이트, 스테아릭애씨드, 시어버터, 스쿠알란, 에틸헥실글리세린, 프로판다이올, 아데노신, 수크로오스스테아레이트, 소듐스테아로일글루타메이트, 하이드롤라이즈드옥수수전분, 다이소듐이디티에이, 솔비탄아이소스테아레이트, 폴리솔베이트60, 수크로오스, 소듐하이알루로네이트, 바이오사카라이드검-1, 펜틸렌글라이콜, 하이알루로닉애씨드, 하이드로제네이티드포스파티딜콜린, 하이드롤라이즈드소듐디엔에이(10ppm), 베타-글루칸, 병풀추출물, 트라이펩타이드-1, 아시아티코사이드, 마데카식애씨드, 마데카소사이드, 아시아틱애씨드, 아세틸헥사펩타이드-8"
A000000214302,[고현정 PICK] 코이 플로우 셀코드 크라이오 크림 50ml,"정제수, 부틸렌글라이콜, 글리세린, 다이카프릴릴카보네이트, 베타인, 1,2-헥산다이올, 나이아신아마이드, 하이드로제네이티드폴리데센, 비닐다이메티콘, 카프릴릴메티콘, 폴리메틸실세스퀴옥세인, 황련뿌리추출물, 유자추출물, 히비스커스꽃추출물, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 판테놀, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 트로메타민, 다이메티콘올, 세테아릴올리베이트, 솔비탄올리베이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 글리세릴글루코사이드, 아데노신, 솔비탄아이소스테아레이트, 잔탄검, 다이소듐이디티에이, 옥타데케인, 락틱애씨드/글라이콜릭애씨드코폴리머, 다이프로필렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세릴-10다이아이소스테아레이트, 글루코오스, 메나다이온, 사이아노코발아민, 다이메틸실란올하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 록샘파이어캘러스배양여과물, 포타슘하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트다이메틸실란올, 소듐아세틸레이티드하이알루로네이트, 산소, 향료, 에틸헥실글리세린, 카프릴릴글라이콜, 쿠마린, 유제놀, 리모넨, 리날룰"
A000000145360,[진정영양/장벽크림] 유리아쥬 제모스 페이스 2입 기획 (40ml+40ml+제모스토너 50ml 증정),수집실패
A000000248509,[장벽리페어] 퍼셀 픽셀바이옴 5 플러스 프로바이오틱스 리부팅 크림 50ml,수집실패
A000000258055,[OMVP 캡슐크림]LBB 퓨어 래디언스 크림 50ml,"정제수, 글리세린, 프로판다이올, 나이아신아마이드, 카프릴릭/카프릭트라이글리세라이드, 세틸에틸헥사노에이트, 1,2-헥산다이올, 글리세릴스테아레이트, 판테놀, 페닐트라이메티콘, C14-22알코올, 알지닌, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 아이소노닐아이소노나노에이트, 하이드록시아세토페논, 폴리글리세릴-10라우레이트, 마데카소사이드, 베르가모트오일, 에틸헥실글리세린, C12-20알킬글루코사이드, 부틸렌글라이콜, 변성알코올, 아데노신, 캐스터오일/아이피디아이코폴리머, 하이드로제네이티드레시틴, 맥아추출물, 병풀추출물, 무화과추출물, 황벽나무껍질추출물, 세라마이드엔피, 카보머, 아모다이메티콘, 락토바실러스/소이밀크발효여과물, 락토바실러스/호밀가루발효물, 바실러스/소이빈발효추출물, 토코페롤, 해마토코쿠스 플루비알리스오일, 아스코빅애씨드, 리놀레익애씨드, 폴리글리세릴-10다이아이소스테아레이트, 마그네슘클로라이드, 아스타잔틴, 올레익애씨드, 글루타티온, 메나다이온, 팔미틱애씨드, 스테아릭애씨드, 판토테닉애씨드, 폴릭애씨드, 피리독신, 티아민에이치씨엘, 리놀레닉애씨드, 리보플라빈, 사이아노코발아민, 리모넨, 리날룰"
A000000189056,[PDRN]에스트라 리제덤365 밀도탄력 캡슐크림 50ml,"정제수, 락토바실러스발효용해물, 부틸렌글라이콜, 글리세린, 다이메티콘, 프로판다이올, 세틸에틸헥사노에이트, 나이아신아마이드, 하이드로제네이티드폴리(C6-14올레핀), 다이카프릴릴카보네이트, 비스-하이드록시에톡시프로필다이메티콘, 1,2-헥산다이올, C14-22알코올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 세테아릴올리베이트, 스테아릭애씨드, 아라키딜알코올, 글리세릴스테아레이트, 세테아릴알코올, 솔비탄올리베이트, 폴리아크릴레이트-13, 하이드록시프로필비스팔미타마이드엠이에이, 베헤닐알코올, 만니톨, 팔미틱애씨드, C12-20알킬글루코사이드, 아라키딜글루코사이드, 소듐스테아로일글루타메이트, 하이드로제네이티드폴리아이소부텐, 글리세릴카프릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 아데노신, 아크릴레이트/암모늄메타크릴레이트코폴리머, 폴리글리세릴-10라우레이트, 에틸헥실팔미테이트, 카보머, 솔비탄아이소스테아레이트, 덱스트린, 카카오추출물, 티몰트라이메톡시신나메이트, 콜레스테롤, 실리카, 올레아놀릭애씨드, 3-O-에틸아스코빅애씨드, 토코페롤, 하이드롤라이즈드익스텐신, 호호바씨오일, 하이드로제네이티드레시틴"
A000000199257,로우퀘스트 베리어 리커버리 크림 80ml,"정제수, 글리세린, 판테놀, 스쿠알란, 1,2-헥산다이올, 세테아릴올리베이트, 메도우폼씨오일, 마카다미아씨오일, 부틸렌글라이콜, 솔비탄올리베이트, 하이드로제네이티드폴리데센, 시어버터, 세테아릴알코올, 합성비즈왁스, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세릴-2스테아레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 비닐다이메티콘, 글리세릴스테아레이트, 하이드롤라이즈드호호바에스터, 글리세레스-26, 스테아릴알코올, 폴리글리세릴-3다이스테아레이트, 세라마이드엔피, 카보머, 호호바씨오일, 소듐폴리아크릴로일다이메틸타우레이트, 하이드로제네이티드레시틴, 트로메타민, 토코페롤, 글리세릴스테아레이트시트레이트, 쑥잎추출물, 해바라기씨오일, 베타-시토스테롤, 다이포타슘글리시리제이트, 에틸헥실글리세린, 폴리글리세릴-10스테아레이트, 다이소듐이디티에이, 베타-글루칸,다이포타슘포스페이트,아세틸글루타민,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,트라이데세스-10,바나나추출물,서양송악잎/줄기추출물,카카오추출물,암모늄폴리아크릴로일다이메틸타우레이트,코코넛야자오일,비치스트로베리추출물,치자꽃추출물,발삼아미리스껍질오일,목서꽃추출물,자주천인국추출물,셀룰로오스검"
A000000224880,[리뉴얼/단독] 브이앤에이뷰티 안티옥시던트 시너지 크림 50ml 기획 (+앰플 50ml),"정제수, 글리세린, 나이아신아마이드, 프로판다이올, 다이카프릴릴에터, 부틸렌글라이콜, 메틸트라이메티콘, 1,2-헥산다이올, 하이드로제네이티드폴리데센, 에틸헥실스테아레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 스쿠알란, 판테놀, 토코페롤, 마트리카리아추출물, 오레가노추출물, 살비아추출물, 비피다발효용해물, 에틸헥실글리세린, 펜틸렌글라이콜, C18-36애씨드트라이글리세라이드, 솔비탄아이소스테아레이트, 아데노신, 폴리솔베이트60, 센티드제라늄꽃오일, 호호바에스터, 베르가모트오일, 아세틸글루코사민, 3-O-에틸아스코빅애씨드, 다이소듐이디티에이, 에탄올, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, C12-18애씨드트라이글리세라이드, 스쿠알렌, 페룰릭애씨드, 엑토인, 트리스(테트라메틸하이드록시피페리딘올)시트레이트, 맥아추출물, 소듐하이알루로네이트, 오렌지껍질오일, 베타-글루칸, 세라마이드엔피, 2,3-부탄다이올, 유칼립투스잎오일, 프렌치로즈꽃추출물, 베타인, 피토스테릴마카다미에이트, 말토덱스트린, 하이드로제네이티드레시틴, 카카두플럼추출물, 글루타티온, 피토스테롤, 글리세릴스테아레이트, 소듐벤조에이트, 포타슘솔베이트, 락틱애씨드, 치자추출물, 마데카소사이드, 세라마이드엔에스, 세라마이드에이에스, 세라마이드에이피, 콜레스테롤, 알란토인, 푸마릭애씨드, 카르노신, 다이펩타이드-4, 노나펩타이드-1, 세라마이드이오피, 제라니올, 리날룰, 시트로넬올, 리모넨"
A000000010471,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,"정제수, 글리세린, 디메치콘, 이소세틸스테아레이트, 변성알코올, 실리카, 디메치콘/비닐디메치콘크로스폴리머 아크릴아마이드/소듐아크릴로일디메칠타우레이트코폴리머, 메칠메타크릴레이트크로스폴리머, 부틸렌글라이콜, 피이지-100스테아레이트, 코카마이드엠이에이, 사코신, 글리세릴스테아레이트, 트리에탄올아민, 이소헥사데칸, 펄라이트, 카프릴로일살리실릭애씨드, 테트라소듐이디티에이, 펜틸렌글라이콜, 폴리소르베이트80, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 살리실릭애씨드, 향료"
A000000244994,제로이드 인텐시브 크림 80ml 기획 (+크림 토너 25ml),"● 인텐시브 크림 : 정제수, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 식물성스쿠알란, 세테아릴알코올, 폴리글리세릴-10다이스테아레이트, 글리세릴스테아레이트, 스테아릭애씨드, 다이메티콘, 1,2-헥산다이올, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 피토스테롤, 토코페릴아세테이트, 카놀라오일, 올리브오일, 세틸팔미테이트, 솔비탄팔미테이트, 솔비탄올리베이트, 비사보롤, 메틸카프로오일타이로지네이트, 잔탄검, 소듐하이알루로네이트, 카보머, 알지닌, 카프릴릴글라이콜 ● 인텐시브 크림 토너 : 정제수, 부틸렌글라이콜, 글리세린, 시어버터, 1,2-헥산다이올, 하이드로제네이티드레시틴, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10베헤네이트/에이코사디오에이트, 다이프로필렌글라이콜, 판테놀, 다이포타슘글리시리제이트, 세테아릴올리베이트, 솔비탄올리베이트, 메틸카프로오일타이로지네이트, 징크글루코네이트, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 하이드록시아세토페논, 식물성스쿠알란, 카프릴릭/카프릭트라이글리세라이드, 솔비탄스테아레이트, 세테아릴알코올, 글리세릴스테아레이트, 카프릴릴글라이콜, 피토스테롤, 스테아릭애씨드, 잔탄검"
A000000150145,[장벽UP] 더랩바이블랑두 저분자 히알루론산 카밍+ 크림 80ml 대용량 기획(+20ml),"정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 세테아릴알코올, 세테아릴올리베이트, 메도우폼씨오일, 망고씨버터, 솔비탄올리베이트, 백미꽃추출물, 소듐하이알루로네이트(3010ppm), 동백나무잎추출물, 베타-글루칸, 호호바씨오일, 베타인, 하이드롤라이즈드하이알루로닉애씨드(5ppm), 소듐아세틸레이티드하이알루로네이트(0.5ppm), 아이소도데케인, 소듐폴리아크릴로일다이메틸타우레이트, 잔탄검, 트라이데세스-10, 칸데릴라왁스, 보스웰리아수지추출물, 1,2-헥산다이올, 하이드로제네이티드폴리데센, 다이메티콘/비닐다이메티콘크로스폴리머, 다이소듐이디티에이, 에틸헥실글리세린, 다이메티콘"
A000000224243,[모공축소] 풀리 그린 토마토 크림 90ml,"토마토수(64.43%), 글리세린, 다이카프릴릴카보네이트, 베타인, 하이드로제네이티드폴리데센, 정제수, 부틸렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 비닐다이메티콘, 판테놀, 폴리메틸실세스퀴옥세인, 카프릴릴메티콘, 토마토즙(0.68%), 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 하이드록시아세토페논, 다이메티콘올, 세테아릴올리베이트, 에틸헥실글리세린, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 황련뿌리추출물, 솔비탄올리베이트, 아데노신, 솔비탄아이소스테아레이트, 잔탄검, 다이소듐이디티에이, 하이드로제네이티드레시틴, 토코페롤, 무화과추출물, 병풀추출물, 포도추출물, 당느릅나무뿌리추출물, 달맞이꽃꽃추출물, 감나무잎추출물, 대왕소나무잎추출물, 칡뿌리추출물, 말토덱스트린, 커피콩추출물, 호장근뿌리추출물, 잇꽃꽃추출물, 밤껍질추출물, 녹차추출물, 초피나무열매추출물, 세라마이드엔피, 하이드롤라이즈드치자추출물"
A000000251445,[태극제약]도미나스 크림 Rx 30ml,"정제수, 다이프로필렌글라이콜, 나이아신아마이드, 하이드로제네이티드폴리아이소부텐, 헥실데실에틸헥사노에이트, 판테놀, 프로판다이올, 트라넥사믹애씨드, 글리세린, 트라이에틸헥사노인, 1,2-헥산다이올, 세테아릴알코올, C14-22알코올, 글리세릴스테아레이트, 펜타에리스리틸테트라에틸헥사노에이트, 만델릭애씨드, 글루타믹애씨드, 유비퀴논, 하이드록시데실유비퀴논, 바쿠치올, 비사보롤, 크리신, 에피갈로카테킨갈레이트, 헥실레조시놀, 하이드록시에틸우레아, 폴리다틴, 다이메티콘, 아스코빌글루코사이드, 세테아릴올리베이트, 피이지-100스테아레이트, 세린, 솔비탄올리베이트, C12-20알킬글루코사이드, 실리카, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아라키딜알코올, 베헤닐알코올, 포타슘하이드록사이드, 알란토인, 폴리메틸실세스퀴옥세인, 소듐파이루베이트, 트레할로오스, 아라키딜글루코사이드, 다이메티콘올, 카보머, 알지닌, 소듐메타바이설파이트, 잔탄검, 아데노신, 토코페롤, 카프릴릭/카프릭트라이글리세라이드, 트라이소듐이디티에이, 부틸렌글라이콜, 돌콩오일, 티타늄디옥사이드(CI 77891), 마이카, 하이드로제네이티드레시틴, 적색산화철, 폴리글리세릴-10올리에이트, 시스테인에이치씨엘, 베타-글루칸, 만니톨, 수크로오스, 왜당귀뿌리추출물, 삽주뿌리줄기추출물, 스페인감초뿌리추출물, 작약뿌리추출물, 모란뿌리추출물, 피씨에이, 질경이추출물, 복숭아씨추출물, 황금추출물, 시트룰린, 글라이코젠, 히스티딘에이치씨엘, 알라닌, 트레오닌, 라이신에이치씨엘, 향료, 벤질벤조에이트, 리날룰, 하이드록시시트로넬알, 리모넨, 헥실신남알, 시트로넬올"
A000000117624,엠브리올리스 레 크렘 콘센트레 75ml,"정제수, 미네랄오일, 스테아릭애씨드, 팔미틱애씨드, 글리세릴스테아레이트에스이, 트라이에탄올아민, 비즈왁스, 세틸팔미테이트, 시어버터, 1,2-헥산다이올, 카프릴릴글라이콜, 스테아레스-10, 폴리아크릴아마이드, C13-14아이소파라핀, 향료, 라우레스-7, 프로필렌글라이콜, 트로폴론, 하이드롤라이즈드콩단백질, 알로에베라잎추출물"
A000000216580,[민감피부진정/쿨링수분크림] 셀퓨전씨 포스트 알파 시카 카밍 다운 크림 50ml 기획 (+50ml 리필),"정제수, 글리세린, 메틸프로판다이올, 메틸트라이메티콘, 1,2-헥산다이올, 아이소데실네오펜타노에이트, 하이드로제네이티드폴리아이소부텐, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트레할로오스, 인도멀구슬나무꽃추출물, 인도멀구슬나무잎추출물, 홀리바질잎추출물, 울금뿌리추출물, 아이비고드열매추출물, 카카오씨추출물, 참산호말추출물, 가지열매추출물, 알로에베라꽃추출물, 병풀추출물, 병풀꽃/잎/줄기추출물, 병풀뿌리추출물, 병풀잎추출물, 다발방패버섯추출물, 마트리카리아추출물, 피버퓨추출물, 프랑스해안송껍질추출물, 호호바씨오일, 소듐하이알루로네이트, 하이드로제네이티드레시틴, 티타늄디옥사이드, 세테아릴올리베이트, 다이메티콘올, 솔비탄올리베이트, 폴리글리세릴-10라우레이트, 아라키딜알코올, 하이드록시아세토페논, 베헤닐알코올, 알란토인, 에틸헥실글리세린, 폴리글리세릴-2카프레이트, 부틸렌글라이콜, 아라키딜글루코사이드, 수크로오스스테아레이트, 다이소듐이디티에이, 스테아릭애씨드, 알루미나, 덱스트린, 글리세릴카프릴레이트, 메틸다이아이소프로필프로피온아마이드, *알루미늄수크로오스옥타설페이트, 효모발효여과물, 스쿠알란, 효모발효물, 말토덱스트린, 사카라이드하이드롤리세이트, 세라마이드엔피, 아시아티코사이드, 마데카소사이드, 콜레스테롤, 콜레스테릴마카다미에이트, 팔미틱애씨드, 사카라이드아이소머레이트, 하이드롤라이즈드루핀단백질, 구아이아줄렌, 글라이신, 글루타믹애씨드, 마데카식애씨드, 아시아틱애씨드, 알지닌, 향료"
A000000244812, [장벽크림] 디마프 크림스컴트루 스쿠알란 베리어 리페어 크림 50ml,"브로콜리수, 스쿠알란, 부틸렌글라이콜, 글리세린, 글리세레스-26, 1,2-헥산다이올, 정제수, 프로 판다이올, 폴리글리세릴-10올리에이트, 솔비톨, 소듐폴리아크릴로일다이메틸타우레이트, 베타 인, 덱스판테놀, 하이드로제네이티드레시틴, 하이드로제네이티드폴리데센, 카보머, 트로메타민, 카프릴릴글라이콜, 글리세레스-25피씨에이아이소스테아레이트, 세라마이드엔피, 마데카소사이 드, 알란토인, 트레할로오스, 에틸헥실글리세린, 트라이데세스-10, 다이소듐이디티에이, 글리세릴 글루코사이드, 서양배추출물, 다마스크장미꽃수, 오리스뿌리추출물, 멜론추출물, 트루로즈오브예 리코추출물, 서양송악잎/줄기추출물, 카프릴릭/카프릭트라이글리세라이드, 포스포리피드, 다이에 톡시에틸석시네이트, 베타-글루칸"
A000000161805,라로슈포제 똘러리앙 덤알레르고 크림 40ml,정제수@아이소세틸스테아레이트@스쿠알란@시어버터@다이메티콘@글리세린@옥수수전분@펜틸렌글라이콜@부틸렌글라이콜@글리세릴스테아레이트@피이지-100스테아레이트@세틸알코올@단삼뿌리추출물@다이메티콘올@소듐하이드록사이드@스핑고모나스발효추출물@카프릴릴글라이콜@시트릭애씨드@아세틸다이펩타이드-1세틸에스터@아크릴레이트/C10-30알킬아크릴레이트크로스폴리머
A000000215507,이지듀 멜라 글루타치온 크림 50ml,"정제수, 글리세린, 나이아신아마이드, 다이프로필렌글라이콜, 비닐다이메티콘, 카프릴릭/카프릭트라이글리세라이드, 코코넛야자오일, 메도우폼씨오일, 펜타에리스리틸테트라에틸헥사노에이트, 메틸프로판다이올, 폴리글리세릴-3다이스테아레이트, 해바라기씨오일, 1,2-헥산다이올, 마조람잎오일, 베르가모트오일, 효모발효추출물, 칸디다봄비콜라/글루코오스/메틸레이프씨데이트발효물, 편백잎추출물, 오레가노잎추출물, 흰버드나무껍질추출물, 캐모마일꽃오일, 육계나무껍질추출물, 하이드롤라이즈드하이알루로닉애씨드, 락토바실러스/콩발효추출물, 쇠비름추출물, 황금추출물, 멕시칸주니퍼오일, 하이드롤라이즈드콜라겐, 왕귤껍질오일, 펜틸렌글라이콜, 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트, 부틸렌글라이콜, 폴리메틸실세스퀴옥세인, 다이메티콘올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐스테아로일글루타메이트, 하이드록시아세토페논, 트로메타민, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리글리세릴-2스테아레이트, 글리세릴스테아레이트, 판테놀, 글리세릴스테아레이트시트레이트, 아데노신, 하이드로제네이티드레시틴, 소듐파이테이트, 솔비탄아이소스테아레이트, 세라마이드엔피, 베타-글루칸, 하이드롤라이즈드엘라스틴, 소듐아스코빌포스페이트, 에스에이치-올리고펩타이드-1, 팔미토일에스에이치-트라이펩타이드-3아마이드, 카프릴릴글라이콜, 니코티노일다이펩타이드-23, 트라넥사믹애씨드, 글루타티온(0.01ppm), 비사보롤, 헤스페리딘메틸칼콘, 시트릭애씨드, 다이펩타이드-2, 팔미토일테트라펩타이드-7, 소듐시트레이트, 스테아레스-20, 세테아릴알코올, 스테아릴알코올, 잔탄검, 에탄올, 다이소듐이디티에이, 클로헥시딘디글루코네이트, 포타슘솔베이트, 리모넨, 리날룰"
A000000229093,[총75ml/수분탄력크림] 퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림 50ml 기획 (+25ml),"정제수, 비닐다이메티콘, 글리세린, 부틸렌글라이콜, 비피다발효용해물(2.25%), 락토바실러스발효용해물(2.25%), 효모발효용해여과물, 다이프로필렌글라이콜, 나이아신아마이드, 펜틸렌글라이콜, 1,2-헥산다이올, 카프릴릴메티콘, 에틸헥실팔미테이트, 하이드롤라이즈드하이알루로닉애씨드(300ppm), 효모발효여과물, 하이드롤라이즈드콜라겐(100ppm), 소듐하이알루로네이트(2ppm), 자일리톨, 흑효모발효물, 하이드롤라이즈드글라이코사미노글리칸, 클로렐라 불가리스추출물, 에리스리톨, 판테놀, 알란토인, 스쿠알란, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 솔비톨, 카프릴릭/카프릭트라이글리세라이드, 프로판다이올, 에틸헥실글리세린, 아데노신, 하이드롤라이즈드엘라스틴, 세라마이드엔피, 베타-글루칸, 하이드로제네이티드레시틴, 소듐파이테이트, 바이오사카라이드검-1, 다발방패버섯추출물, 셀룰로오스, 폴리글루타믹애씨드, 토코페롤, 다이포타슘포스페이트, 아세틸글루타민, 4-터피네올, 글루코오스, 프룩토올리고사카라이드, 프룩토오스, 셀룰로오스검, 카보머"
A000000189000,[보습장벽] 라운드랩 약콩 판테놀 크림 80ml 1+1 기획,"정제수, 글리세린, 메틸프로판다이올, 스쿠알란, 베타인, 세테아릴알코올, 비닐다이메티콘, 세틸에틸헥사노에이트, 프로필헵틸카프릴레이트, 검정콩추출물(10,000ppm), 퀸즈랜드넛오일, 판테놀(2,550ppm), 콜레스테롤, 세라마이드엔피, 글라이코스핑고리피드, 세라마이드에이피, 스테아릭애씨드, 테트라아세틸피토스핑고신, 하이드로제네이티드레시틴, 다이프로필렌글라이콜, 폴리글리세릴-2스테아레이트, 글리세릴스테아레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 스테아릴알코올, 글리세릴스테아레이트에스이, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 베헤닐알코올, 트로메타민, 세테아릴올리베이트, 솔비탄올리베이트, 잔탄검, 아데노신, 다이소듐이디티에이, 시트릭애씨드, 솔비탄아이소스테아레이트, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 하이드록시아세토페논, 에틸헥실글리세린"
A000000221649,[주름탄력]테라로직 레티날 주름탄력 크림 12g+앰플4ml 기획,"정제수, 글리세린, 프로판다이올, 부틸렌글라이콜, 나이아신아마이드, 페닐트라이메티콘, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 , 1,2-헥산다이올, 다이프로필렌글라이콜, 덱스판테놀, 녹차추출물, 초피나무열매추출물, 커피콩추출물, 스테비아잎/줄기추출물, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 밤껍질추출물, 잇꽃꽃추출물, 레틴알(3,000ppm), 하이드롤라이즈드콜라겐, 포도추출물, 알란토인, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 감나무잎추출물, 호장근뿌리추출물, 팔미토일펜타펩타이드-4, 아데노신, 솔비탄아이소스테아레이트, 팔미토일트라이펩타이드-1, 트라이펩타이드-1, 헥사펩타이드-9, 아세틸헥사펩타이드-8, 카퍼트라이펩타이드-1, 다이소듐이디티에이, 글리세릴카프릴레이트, 에틸헥실글리세린"
A000000145285,[레티날입문0.05%] 닥터디퍼런트 비타리프트-A 크림 20g,"정제수, 세틸에틸헥사노에이트, 글리세린, 스쿠알란, 잇꽃씨오일, 시어버터, 유채스테롤, 콜레스테롤, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 1,2-헥산다이올, 폴리글리세릴-10올리에이트, 소듐하이알루로네이트, 하이드로제네이티드레시틴, 폴리글루타믹애씨드, 세라마이드엔피, 스테아릭애씨드, 레틴알(0.05%), 올레익애씨드, 토코페롤, 아데노신, 다이소듐이디티에이"
A000000235560,[손상탄력크림] 유리아쥬 시카 데일리 리페어 콘센트레 탄력 크림 50ml,"정제수, 온천수*, 스쿠알란, 다이카프릴릴에터, 카프릴릭/카프릭트라이글리세라이드, 시어버터, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 글리세린, 글리세릴스테아레이트, 1,2-헥산다이올, 펜타에리스리틸다이스테아레이트, 글리세릴베헤네이트, 하이드록시아세토페논, 이눌린, 포타슘세틸포스페이트, 판테놀, 소듐폴리아크릴레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 토코페릴아세테이트, 잔탄검, 사플라워오일/팜오일아미노프로판다이올에스터, 소듐하이알루로네이트, 소듐하이드록사이드, 병풀잎추출물, 시트릭애씨드, 토코페롤 *100,000ppm"
